"OPTIONSET","UDC_PRODUCT_GROUP","LOC","ENDDATE","PROJECTED_OH","SIMULATION_NAME"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL_NCOPI","AP02","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","RJ01","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI_SECOND","1037","31-MAR-25","33.38","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","MH02","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","CH01","31-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","TN01","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","D1037","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1521","21-APR-25","867","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","AS CAST BILLETS","1002","14-MAY-25","14665.47","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR_SIDESLIT","1013","14-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","WR - AL","AP01","31-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","LPF","MP01","07-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","KA02","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR_TRIMMING","1043","30-APR-25","151.7","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1043","14-MAR-25","1067.57","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","RJ01","30-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","RM","1007","21-MAR-25","2353187.46","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTPRB_BLM","TN02","07-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","D1455","14-APR-25","5.3","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","AS CAST BLOOMS","MH02","07-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","MX02","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR_DIVERSION","1013","28-FEB-25","46.66","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL_NCOPI","AS01","31-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","D1568","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GA","HR01","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","D1488","28-FEB-25","45","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI_SCRAP","1013","07-MAY-25","973.72","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","SLAB","1061","21-MAY-25","36604.44","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","MX04","14-MAY-25","43","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1469","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1445","07-MAR-25","27.92","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1478","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1514","07-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","JW07","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1465","07-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","1465","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","KA02","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","MP01","21-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","AP01","31-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GA","D1486","07-APR-25","15.2","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRFH","D1043","21-MAR-25",".29","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRFH","D1043","30-APR-25",".29","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","1417","28-FEB-25","1952.15","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1469","14-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","NCO_BLOOM","1078","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","KA02","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","TN01","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1480","21-MAY-25","7.32","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","RMPLATE","1061","30-APR-25","331.44","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTLPF","TN02","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","BR01","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP","MH02","31-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GBAL","MH02","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR_NCOPI","JW02","31-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","DL01","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","D1018","30-JUN-25","2.47","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","D1551","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL_NCOPI","CG01","21-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","WB01","07-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1219","21-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","RJ01","07-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1591","30-APR-25","78.23","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTPRB_BRM","1002","31-MAR-25","186.75","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","LRPC","1001","14-APR-25","2541.62","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GBAL","1001","14-MAR-25","2968.74","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTPRB_BRM","1418","07-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT-CF","HR01","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","MP01","14-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP","1480","31-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1569","28-FEB-25","1.43","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","LPF","HR01","30-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","RCS","D1422","31-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","D1441","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1232","31-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTLPF","GJ01","14-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","D1202","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","AS CAST BILLETS","MH04","07-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","MH01","07-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GBAL","BR01","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTLPF","MH02","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GA","1486","21-APR-25","223.41","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","DL01","30-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL_NCOPI","KA01","21-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","MH02","07-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1001","28-FEB-25","93395.57","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","RJ02","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI_DIVERSION","1037","21-MAY-25","47.2","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","LRPC","KA01","30-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","D1466","14-MAR-25","3.82","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1491","07-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL_SECOND","1014","30-APR-25","266.46","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","SCRAP_LOSS","1014","07-MAR-25","66.12","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI_SECOND","1014","31-MAR-25","51.46","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","NOSP_SCRAP","1001","28-FEB-25","115.73","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1465","21-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","BS","1465","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1522","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","1465","31-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","1422","07-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","MP01","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GA","MX02","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","KA01","31-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","1036","14-MAR-25","5126","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","UP01","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTLPF","GJ01","21-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","DL01","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","LRPC","DL01","30-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","OR01","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","KA03","07-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","1214","07-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","WB01","14-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","PB01","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","RCS","MH02","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","SCRAP_LOSS","1001","07-MAR-25","5894.37","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1445","31-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1014","14-MAY-25","237.99","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","SCRAP_LOSS","1014","07-MAY-25","353.23","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL_SECOND","1013","21-MAY-25","246.44","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP_SCRAP","1001","21-APR-25","1086.98","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","KA02","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1488","14-MAY-25","79.18","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","1468","21-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","TN01","14-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","TN04","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","WR - AL","1209","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","D1464","21-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","AS CAST BILLETS","1007","07-MAY-25","7776.54","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","MH01","14-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TFS","1014","14-MAY-25","1046.16","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GBAL","MH02","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","MX03","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","WR - AL","1478","14-MAR-25","164.08","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","NOSP","DL01","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","1018","07-MAR-25","1787.15","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","1002","30-APR-25","163.96","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","GJ01","31-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1514","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1569","07-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","1422","14-MAR-25","92.52","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","NOSP","1440","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1591","28-FEB-25","947.56","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","1043","21-APR-25","10","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP","1486","07-APR-25","39.75","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1568","21-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","RCS","GJ01","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT-CF","MH01","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR_NCOPI","RJ01","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","ZM_DIVERSION","1001","14-APR-25","165.48","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1565","21-APR-25","84.44","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","UP01","07-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","HR01","21-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1202","07-MAY-25","6","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL_NCOPI","TN04","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","D1455","07-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL_DIVERSION","1001","14-MAY-25","49.31","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HEX","1422","07-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","D1486","21-MAY-25","14.93","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1591","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","MP01","31-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR_NCOPI","AP01","07-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","TN02","31-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","D1445","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","D1478","28-FEB-25","1340.47","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BLM","1201","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRFH","1014","21-MAY-25","19.99","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","SLAB","GJ01","14-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","D1018","07-APR-25","-.02","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HOT_METAL","1007","31-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BLM","1440","14-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","D1481","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA_SCRAP","1001","28-FEB-25","1199.08","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","HR01","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","1422","30-APR-25","19","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","WR - AL","MP01","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1540","31-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","MP01","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","RCS","MH01","07-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT-CF","TN02","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTPRB_BRM","D1464","30-APR-25","1.62","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","1593","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRFH_SCRAP","1043","21-MAY-25","28.37","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT-CF","1478","21-MAY-25","33","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMBP","DL01","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","TN01","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA_DIVERSION","1014","14-MAY-25","15.43","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","WB01","21-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GL","PB01","07-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRTE_NCOPI","GJ01","31-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1201","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRTE_NCOPI","TN01","07-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTPRB_BLM","1445","14-MAY-25","10","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","1474","21-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRFH","TN02","21-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI_DIVERSION","1566","30-APR-25","31.46","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","GJ01","31-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","UP02","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","1061","07-MAY-25","103.65","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT-CF","MH01","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1480","31-MAY-25","7.32","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","1205","21-MAR-25","61","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","BR01","21-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRFH_SECOND","1014","07-APR-25","2906.77","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1043","14-APR-25","934.95","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","PB01","30-JUN-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","1203","28-FEB-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","D1540","31-MAR-25","1.8","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR_NCOPI","ISC2","07-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI_SECOND","1566","07-MAR-25","307.94","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL_NCOPI","HR01","14-MAR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","1440","07-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","WR - AL","1445","21-MAR-25","7.45","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","D1593","21-APR-25","13.85","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","CG01","07-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL_NCOPI","CG01","14-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI_SECOND","1014","28-FEB-25","26.5","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","D1469","21-APR-25","17.41","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1455","07-APR-25","492.57","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","GA","D1455","07-MAY-25","9.82","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HR","1428","30-APR-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO_NCO","1007","14-MAY-25","0","MONTHLY_BASE"
"SNOP_BATCH_STORE_SKU_PROJ","WR - AL","GJ01","21-MAY-25","0","MONTHLY_BASE"
