"LOC","RES","STARTDATE","OPTIONSET","DUR","AVAILCAP","RESCOST","CHGCOST","CPPCOSTRESUTIL","CPPCOSTSKUPROD","CPPLOADFIRMORDER","CPPLOADPLANORDER","CPPLOADSCHEDRCPT","CPPOVERCAP","CPPTOTCAP","CPPTOTLOADCHG","CPPTOTLOADPROD","CPPUNUSEDCAP","CBMPTOTLOAD","CBMPTOTLOADCUSTORD","CBMPTOTLOADFCSTORD","CBMPTOTLOADSSORD","CBMPTOTLOADUNCOMM","MPPOLOAD","MPFIRMPOLOAD","MPSCHEDRCPTLOAD","MPRECSHIPLOAD","MPFIRMRECSHIPLOAD","MPVEHLOADLINELOAD","MPINVENTORY","USERID","PROCESSDATE","PCTUSED","CPPTOTLOAD","MPTOTLOADCUSTORDER","MPTOTLOAD","MPTOTLOADSSORDER","MPTOTLOADFCSTORDER","MPTOTLOADUNCOMM","RESSOURCEEXCEPTION","RESCOUNTEXCEPTION","SIMULATION_NAME","WORKORDERLOAD","MPPLANARRIVLOAD","PLANNEDSUPPLYORDERLOAD","MPFIRMPLANARRIVLOAD","TOTLOAD","MPCHANGEOVERLOAD","REQUIREMENTPLANAVAILCAP","DISTREQUIREMENTLOAD","FIRMARRIVALREQUIREMENTLOAD","FIRMPLANORDERREQUIREMENTLOAD","PRODREQUIREMENTLOAD","SCHEDRCPTSREQUIREMENTLOAD","TOTALREQUIREMENTLOAD","VEHICLELOADLINEREQUIREMENTLOAD","MPOVERTIMECAP","MPREGULARCAP","MPOVERTIMELOAD","MPREGULARLOAD","OVERTIMEAVAILCAP","MINUTILIZATION","MAXUTILIZATION","IDEALUTILIZATION","STORAGELOAD"
"1002","SCCM2","01-MAR-25","SNOP_BATCH_STORE_RES_PROJ","10080","28.966102000000006","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","82.75827261904762","0","0","139.033898","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","139.033898","0","7","0","0","0"
"1002","SCCM2","08-MAR-25","SNOP_BATCH_STORE_RES_PROJ","10080","28.966102999999976","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","82.75827202380954","0","0","139.03389700000002","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","139.03389700000002","0","7","0","0","0"
"1002","SCCM2","15-MAR-25","SNOP_BATCH_STORE_RES_PROJ","10080",".0033329999999693882","0","0","0","0","0","0","0","0","131.283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","99.997461209753","0","0","131.27966700000002","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131.283","0","131.27966700000002","0","7","0","0","0"
"1002","SCCM2","22-MAR-25","SNOP_BATCH_STORE_RES_PROJ","14400","41.38014200000009","0","0","0","0","0","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","82.75827416666662","0","0","198.6198579999999","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240","0","198.6198579999999","0","10","0","0","0"
"1002","SCCM2","01-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","26.153849000000037","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","84.43223273809521","0","0","141.84615099999996","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","141.84615099999996","0","7","0","0","0"
"1002","SCCM2","08-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","8.644307999999967","0","0","0","0","0","0","0","0","133.517","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","93.52568736565384","0","0","124.87269200000003","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133.517","0","124.87269200000003","0","7","0","0","0"
"1002","SCCM2","15-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","43.12731800000006","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","74.32897738095234","0","0","124.87268199999994","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","124.87268199999994","0","7","0","0","0"
"1002","SCCM2","22-APR-25","SNOP_BATCH_STORE_RES_PROJ","12960","55.44940799999995","0","0","0","0","0","0","0","0","216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","74.32897777777781","0","0","160.55059200000005","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","216","0","160.55059200000005","0","9","0","0","0"
"1002","SCCM2","01-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080","37.59102800000005","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","77.62438809523806","0","0","130.40897199999995","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","130.40897199999995","0","7","0","0","0"
"1002","SCCM2","08-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080","37.591044999999895","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","77.62437797619054","0","0","130.4089550000001","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","130.4089550000001","0","7","0","0","0"
"1002","SCCM2","15-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080","37.59104400000001","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","77.62437857142857","0","0","130.408956","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","130.408956","0","7","0","0","0"
"1002","SCCM2","22-MAY-25","SNOP_BATCH_STORE_RES_PROJ","14400","55.97303700000006","0","0","0","0","0","0","0","0","231.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","75.83202202072536","0","0","175.62696299999993","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","231.6","0","175.62696299999993","0","10","0","0","0"
"1002","SCCM2","01-JUN-25","SNOP_BATCH_STORE_RES_PROJ","43200","434.06185200000004","0","0","0","0","0","0","0","0","672.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","35.40909649607078","0","0","237.955148","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","672.017","0","237.955148","0","30","0","0","0"
"1002","SCCM3","22-FEB-25","SNOP_BATCH_STORE_RES_PROJ","10080","34.381529999999856","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","79.53480357142865","0","0","133.61847000000014","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","133.61847000000014","0","7","0","0","0"
"1002","SCCM3","01-MAR-25","SNOP_BATCH_STORE_RES_PROJ","10080","31.149118000000016","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","81.45885833333332","0","0","136.85088199999998","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","136.85088199999998","0","7","0","0","0"
"1002","SCCM3","08-MAR-25","SNOP_BATCH_STORE_RES_PROJ","10080","31.149133000000006","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","81.4588494047619","0","0","136.850867","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","136.850867","0","7","0","0","0"
"1002","SCCM3","15-MAR-25","SNOP_BATCH_STORE_RES_PROJ","10080","48.33845600000001","0","0","0","0","0","0","0","0","131.28300000000002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","63.1799578010862","0","0","82.94454400000001","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131.28300000000002","0","82.94454400000001","0","7","0","0","0"
"1002","SCCM3","22-MAR-25","SNOP_BATCH_STORE_RES_PROJ","14400","44.49873600000001","0","0","0","0","0","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","81.45886","0","0","195.501264","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240","0","195.501264","0","10","0","0","0"
"1002","SCCM3","01-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","33.20468500000004","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","80.23530654761902","0","0","134.79531499999996","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","134.79531499999996","0","7","0","0","0"
"1002","SCCM3","08-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","6.528993999999955","0","0","0","0","0","0","0","0","133.517","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","95.10999048810267","0","0","126.98800600000004","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133.517","0","126.98800600000004","0","7","0","0","0"
"1002","SCCM3","15-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","33.20467599999995","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","80.23531190476193","0","0","134.79532400000005","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","134.79532400000005","0","7","0","0","0"
"1002","SCCM3","22-APR-25","SNOP_BATCH_STORE_RES_PROJ","12960","42.69172500000013","0","0","0","0","0","0","0","0","216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","80.23531249999994","0","0","173.30827499999987","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","216","0","173.30827499999987","0","9","0","0","0"
"1002","SCCM3","01-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080","30.531191000000035","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","81.8266720238095","0","0","137.46880899999996","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","137.46880899999996","0","7","0","0","0"
"1002","SCCM3","08-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080","30.53119300000003","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","81.82667083333331","0","0","137.46880699999997","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","137.46880699999997","0","7","0","0","0"
"1002","SCCM3","15-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080","30.53118100000006","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","81.82667797619044","0","0","137.46881899999994","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","137.46881899999994","0","7","0","0","0"
"1002","SCAST MANUAL INSP","22-FEB-25","SNOP_BATCH_STORE_RES_PROJ","10080","53.012536999998034","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","68.44491845238213","0","0","114.98746300000197","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","114.98746300000197","0","7","0","0","0"
"1002","SCAST MANUAL INSP","01-MAR-25","SNOP_BATCH_STORE_RES_PROJ","10080","47.11332099999997","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","71.95635654761907","0","0","120.88667900000003","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","120.88667900000003","0","7","0","0","0"
"1002","SCAST MANUAL INSP","08-MAR-25","SNOP_BATCH_STORE_RES_PROJ","10080","48.13695200000001","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","71.34705238095238","0","0","119.86304799999999","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","119.86304799999999","0","7","0","0","0"
"1002","SCAST MANUAL INSP","15-MAR-25","SNOP_BATCH_STORE_RES_PROJ","10080","65.05435499999999","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","61.27716964285715","0","0","102.94564500000001","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","102.94564500000001","0","7","0","0","0"
"1002","SCAST MANUAL INSP","22-MAR-25","SNOP_BATCH_STORE_RES_PROJ","14400","68.187772","0","0","0","0","0","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","71.58842833333333","0","0","171.812228","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240","0","171.812228","0","10","0","0","0"
"1002","SCAST MANUAL INSP","01-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","43.15136499999994","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","74.31466369047622","0","0","124.84863500000006","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","124.84863500000006","0","7","0","0","0"
"1002","SCAST MANUAL INSP","08-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","57.14065900000003","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","65.98770297619045","0","0","110.85934099999997","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","110.85934099999997","0","7","0","0","0"
"1002","SCAST MANUAL INSP","15-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","36.455866000000015","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","78.30007976190475","0","0","131.54413399999999","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","131.54413399999999","0","7","0","0","0"
"1002","SCAST MANUAL INSP","22-APR-25","SNOP_BATCH_STORE_RES_PROJ","12960","52.505648000000065","0","0","0","0","0","0","0","0","216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","75.69182962962961","0","0","163.49435199999994","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","216","0","163.49435199999994","0","9","0","0","0"
"1002","SCAST MANUAL INSP","01-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080","26.61651299999994","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","84.15683750000004","0","0","141.38348700000006","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","141.38348700000006","0","7","0","0","0"
"1002","SCAST MANUAL INSP","08-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080","28.801425999999992","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","82.85629404761904","0","0","139.198574","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","139.198574","0","7","0","0","0"
"1002","SCAST MANUAL INSP","15-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080","31.378973000000087","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","81.32203988095232","0","0","136.6210269999999","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","136.6210269999999","0","7","0","0","0"
"1002","SCAST MANUAL INSP","22-MAY-25","SNOP_BATCH_STORE_RES_PROJ","14400","62.618586999999934","0","0","0","0","0","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","73.90892208333337","0","0","177.38141300000007","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240","0","177.38141300000007","0","10","0","0","0"
"1002","SCAST MANUAL INSP","01-JUN-25","SNOP_BATCH_STORE_RES_PROJ","43200","410.48551399999997","0","0","0","0","0","0","0","0","720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","42.98812305555556","0","0","309.51448600000003","0","0","0","0","0","MONTHLY_MAX_PROFIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","720","0","309.51448600000003","0","30","0","0","0"
